video_id,clean_text,final_label
j02OZRjf2d8,حلقة الدحيح مثلث برمودا الحقيقة المخفية؟ المشهد إضاءة خافتة، خريطة للمحيط الأطلسي في الخلف، صوت أمواج خفيفة الدحيح يدخل بحماس الدحيح أهلا بيكم النهارده هنتكلم عن مكان غامض، مرعب، مليان نظريات، وأي حاجة بتدخله بتروح ومبترجعش زي فلوسك لما تخرج مع صحابك يظهر مثلث برمودا على الخريطة، يتوهج بلون أحمر غامض الفكرة الكبيرة الناس بقالها سنين بتتكلم عن منطقة بين فلوريدا، برمودا، وبورتوريكو، وبتقول إن أي سفينة أو طيارة تدخل هناك بتتبخر زي المرتب أول الشهر بس السؤال المهم كل ده حقيقي؟ ولا احنا بنحب الدراما زي اللي بيسيب شاحن الموبايل على عشان يعيش الأكشن؟ أصل الحكاية القصة بدأت في القرن العشرين لما الصحفي إدوارد فان وينكل جونز كتب مقال عن سفن وطائرات اختفت هناك بدون تفسير واضح لكن اللي خلى الموضوع يولع هو كتاب اسمه سنة ، اللي الكاتب فيه كان بيؤلف نظريات أكتر من الطلبة اللي بيقفلوا الامتحان ويقولوا سهل بس إيه الحقيقة؟ العلماء درسوا المنطقة وما لقوش أي حاجة مرعبة، غير أسعار القهاوي هناك الأسباب الحقيقية للاختفاءات؟ بسيطة جدًا الطقس العنيف المنطقة بتتعرض لعواصف بحرية تقدر تقلب سفينة زي ما الحياة بتقلب خططك يوم الخميس بالليل الغازات المتفجرة فيه جيوب ضخمة من غاز الميثان تحت البحر، ولو انفجرت فجأة السفن بتختفي زي لما تبعت رسالة لحد على واتساب ويشوفها ومايردش الخطأ البشري الطيارين والبحارة أحيانًا بيتلخبطوا، وزي ما يقولوا غلطة الشاطر بألف، وغلطة الكابتن بتغرق طيارة المفاجأة الكبرى عارف إنك هتتصدم، بس الحقيقة هي إن مثلث برمودا مش أخطر من أي منطقة بحرية تانية بل في مناطق زي بحر الصين الجنوبي، الحوادث أكتر بكتير بس محدش كتب عنها كتب لأن بحر الصين الجنوبي مش اسم يخوف، تحسه إعلان عن مطعم صيني الخاتمة يعني ببساطة، المثلث ده مثال ممتاز إزاي الإعلام يقدر يحول أي حاجة عادية لأسطورة مرعبة، زي ما كل سنة ناس تقولك إن الصيف الجاي هيبقى أحر صيف في التاريخ فمتقلقش يا معلم، لو رايح ميامي مش هتختفي فجأة بس لو لقيت نفسك هناك، ابعد عن المحفظة لأن الأسعار هي اللي ممكن تبتلعك يضحك، ثم تظهر عبارة العلم نور على الشاشة سلام,negative
j02OZRjf2d8,بنتي مسخراه لحل واجبتها المدرسيه وبتهزر معاه كمان وبيرد عليها بسخريه زي مابتكلمو بسخريه لعلم تبهدل معاها ياجدعان,neutral
j02OZRjf2d8,انا خريج هندسة إتصالات و معظم المعلومات التي ذكرها درسناها مثل الخلايا العصبيه اعتقد اي شخص مش متخصص ممكن يلاقي صعوبه في فهم بعض ما قاله,negative
j02OZRjf2d8,لا يا دحيح الشات دلوقتي بيحلها وقولتله وقال اسمه احمد لان السؤال قال ام احمد,negative
YwiM0KlzIe8,ادعمك ازاي مش بعرف اعملها حد يشرحلي الخطوات,negative
YwiM0KlzIe8,تبارك الله عليك طريقة ممتعة في شرح المعلومة بالتوفيق انشاء الله,positive
YwiM0KlzIe8,لماذا انت و بعض الاشخاص الوحيدين الذين احب طريقة شرحهم و طريقة الفهم انت الافضل,positive
YwiM0KlzIe8,شرح مميز,positive
YwiM0KlzIe8,شرح جميل ، أشهد لك أنك من أفضل الأشخاص التى لها القدرة على التبسيط ل هدف التوصيل ، الي مثلك يفيد الأجيال و لازم الدول العربية تتنافس على ضمك للعمل لديها من أجل الأجيال شكرآ على أسلوبك الراقي انت لا تقل أهمية عن العلماء الذين تتحدث عنهم في حللقاتك,positive
YwiM0KlzIe8,طب أنا مدرستش لسة الدالة أنا داخلة تاتلة اعدادي و بصراحه في حجات مفهمتهاش من الفديو هل أنا محتاجة ادرس الدالة علشان افهم الفديو,negative
YwiM0KlzIe8,السؤال الوحيد لماذا هذه القناة لم تصل ل مليون مشترك بعد أحسن محتوى علمي بدون منازع,positive
YwiM0KlzIe8,وين انا منك والله قد لي اشهر ادرس مادة ماقد استفدت زي ما استفدت من الفديو ذا شكرا لك من اعماق قلبب,positive
YwiM0KlzIe8,موو معقول رهييييبببببببببببببب شرحك فعليا محد من الدكاتره قد شرح بهذي الطريقه,positive
YwiM0KlzIe8,شرح مبسط وجميل,positive
YwiM0KlzIe8,محد يقدر يفهمني غيرك يااخي انت عبقري في الشرح,positive
YwiM0KlzIe8,والله جيت اقفل الفيديو كيف شفت الله يعطيك العافية أخي على الشرح,positive
YwiM0KlzIe8,شرح واضح,positive
YwiM0KlzIe8,و النبي انت برنس فى الشرح برافو,positive
YwiM0KlzIe8,الحمد لله ربنا دلّني على هالقناة الرائعة شرح جميييل ومبسط ويا رب اقدر احضر كل الفيديوهات,positive
YwiM0KlzIe8,شرحو ممتاز بس الإنجليزي مش واضح لو سمحت اكتب المصطلحات يلي قلتها بالإنجليزي من فضلك,positive
YwiM0KlzIe8,ما شاء الله شرحك فخم بطريقة رهيبة اللهم صل وسلم على سيدنا محمد,positive
YwiM0KlzIe8,والله يا ريت بصراحة تشرح الـ يا أستاذ شرف تسلم إيديك على الفيديو الجميل ده,positive
YwiM0KlzIe8,شرح رائع فهمت منه فايده درس في مادة الاحصا يا ريت اشرحلنا التكنيك,positive
YwiM0KlzIe8,للامانه من احسن من بدأ بشرح الشبكات العصبيه والتعلم العميق بشكل رائع استمر في هذه السلسله ساكون من اول الشاكرين لك,positive
YwiM0KlzIe8,اشكرك على الاسلوب الرائع والمبسط في الشرح,positive
YwiM0KlzIe8,أستاذ عبقري فاهم وقادر علي التفهيم للمتلقي أرجو أن يقتدي به كثير من المدرسين في المدارس والأساتذة في الجامعات,neutral
YwiM0KlzIe8,شرح مميزجدا زي كل مره تحياتي,positive
YwiM0KlzIe8,اشرح ال لو سمحت انا اصلا خريج هندسة ذكاء اصطناعى مع ذلك مستمتع جدا ب شرحك رغم انى عارفه,positive
YwiM0KlzIe8,سؤال من اليمن هل يستطيع تيليسكوب جيمس ويب أن يرصد كونًا أوسع من هذا الكون المرصود؟ يعني هل يستطيع أن يوسع من الكون المرصود حاليا ليصبح قطره مليار سنة ضوئية لأن الكون المرصود حاليا ثم رصده من قِبَل تيليسكوبات أقدم وأردأ من جيمس ويب؟ هل يستطيع ذلك؟,neutral
YwiM0KlzIe8,لا يمكن لأي شخص أن يدعى فهمه لأي موضوع إذا لم يكن باستطاعته شرحه ببساطه للناس,negative
YwiM0KlzIe8,شكرا شرح جميل و مفهوم هو فيه سؤال يتطلب شرح لو تكرمت ماهي الكومبيوتارات الكمومية,positive
YwiM0KlzIe8,حرفياً مثالك لشرح فكره عمل الذكاء الاصطناعي بالمقدمه غايه في البساطه والعبقريه، السهل الممتنع، متابعك من زماااان لأنك دائما مميز وأحببت الفيزياء وخصوصاً ميكانيكا الكم من أسلوبك المميز وشرحك المبسط مع العلم اني كنت اكرهاا جدا بالثانويه، وهو فعلا الأسلوب والطريقة هي مفتاح إستقبال وتذكر المعلومات لفترات طويله ، شكرا لك,positive
YwiM0KlzIe8,البروف الشاب دا اسمك عندي من تعريف اينشتاين لو سمحت ممكن مثال عملي لكي نحاكي الواقع و شكرا,neutral
YwiM0KlzIe8,يا صحبي انت اذا مش مهندس حاسوب او مبرمج او لك علاقة بمجال التكنولوجيا فهمني كيف استطعت ان تلخص هذه المفاهيم بهذه السهوله ماشاء الله عليك انا ادرس الشي هذا وما اعتقد اني مُلم مثلك,positive
YwiM0KlzIe8,جميل جدا وشرح سهل خصوصا انه جزء من مجالي اتمني لو تشرح الكهرومغناطيسية وجت منين وازاي وكدا وهكذا الضوء وال لان الكلام ده قليل جدا لما بلاقيه ونفسي افهمه صراحة,positive
YwiM0KlzIe8,شرح رائع,positive
YwiM0KlzIe8,ما فهمتش حاجة لان مش بفهم بالامثلة اشرح علميا افضل,negative
YwiM0KlzIe8,انا حاسبات القاهرة و لازم اقدم بحث فالموضوع ده قبل ما ادرسه فالكليه من اكتر الفيديوهات اللي خلتني متمكن من الموضوع و قادر اكتب فيه براحتي و من دماغي معدي كل المحتوي الاجنبي بسنين ضوئيه اقسم بالله,negative
YwiM0KlzIe8,شرح فوق الممتاز ، ربنا يبارك في حضرتك ممكن الحلقه التانيه,positive
YwiM0KlzIe8,الشرح باللغة الإنجليزية امر مزعج المحتوى موجه للأشخاص الذين يتحدثون اللغة العربية ويجب ان يكون كل شيء مشروح باللغة العربية,negative
YwiM0KlzIe8,انا بديك كل الفرص لانك بتحسسني اني مش غبيه لكن الناس التانيه هي اللي مش بتعرف توصلي المعلومة,positive
YwiM0KlzIe8,ياريت الفيديو هذا موجود لما كنت ادرس,neutral
YwiM0KlzIe8,عندي سؤال مؤرقني جداً أرجو التكرم بمساعدي فيه هذه التلسكوبات الفضائية التي تسبح لترسل لنا مناظر في مناطق من الكون تبعد ملايين السنوات الضوئية لماذا لم ترسل منظر واحد بسيط يثبت لناحقيقة النظام الشمسي لهذه الشمس وحولها الكواكب,neutral
YwiM0KlzIe8,روعة انت رائع انا دارس احصاء دبلوم دراسات عليا لم اسمع شرح رائع مثل الشرح الخاص بك,positive
YwiM0KlzIe8,شرح مش مفهوم و غير دقيق للاسف,negative
YwiM0KlzIe8,احسنت الشرح بارك الله فيك,positive
YwiM0KlzIe8,اريدك تشرح شلون يشتغل الذكاء الاصطناعي مو قوانين على الاحتمالات,neutral
YwiM0KlzIe8,أحسنت الشرح والتوضيح فيديوهاتك مبسطة جداً وسهلة الفهم للمتلقي العربي العادي واصل دكتور وبالتوفيق إن شاء الله,positive
YwiM0KlzIe8,يا اخي بالرغم بالموضوع الي يكاد يكون صعب الفهم في بعض الأحيان الا انك عبقري بالشرح بالله عليك لا تتأخر علينا بفديواتك,positive
YwiM0KlzIe8,شرح ممتاز،,positive
YwiM0KlzIe8,أنا حاليا بدرس ، المواضيع هي تجاوزتها شوي لكن شرحك رائع,positive
YwiM0KlzIe8,انت اسطورة في شرح وتبسيط العلم,positive
YwiM0KlzIe8,ما شاء الله شرح ممتاز الله يجزيك كل خير,positive
YwiM0KlzIe8,اذا اردت ان تتعلم فابحث اولا عن طريقة محببة تجذبك للاستماع والمشاهدة صراحة نفتخر بوجود اشخاص امثال حضرتك يوصلوا المعلومات باتقان وبكل سهولة وكل فيديوهاتك رائعة متعة للناظر,negative
YwiM0KlzIe8,بتابعك وانا فوق الخمسين سنه ومتوسطة التعليم وببعت لأولادي فيديوهاتك ويستفيد من شرحك وتبسيطك للمعلومات الله يفتح لك فتوح العارفين ياابني,positive
YwiM0KlzIe8,مشكور اخي على الشرح رضا من المغرب,positive
Rp5VnXnWMLk,بصراحة لا أرى الموقع الذي تشرح عنه مفيد، معظم المحادثات والأشياء المفيدة فيها تتطلب إشتراك شهري أو سنوي حتى إحالة الرابط الذي في الموقع شيء غير مفيد إلا إذا كان لديك أصدقاء مهتمين بموضوع الذكاء الإصطناعي وسيستخدمون رابط الإحالة بشكل فعلي,negative
Rp5VnXnWMLk,تحية لك من اليمن انت انسان عظيم اخ محمد شرح افضل من رائع لموضوع مهم للجميع,positive
Rp5VnXnWMLk,شكرا لك أستاذ محمد من أعماق القلب الله يوفقك ويجعله في ميزان حسناتك من عُمان,positive
Rp5VnXnWMLk,السؤال الصعب لازم اشترك لدته سنه او اقل,negative
Rp5VnXnWMLk,شرح ممتاز وفقك الله,positive
Rp5VnXnWMLk,ما شاء الله جزاك الله خيرا أ محمد شرح و لا أروع اختصرت علينا الكثير الكثير,positive
Rp5VnXnWMLk,بارك الله فيك وأكثر الله من امثالك,positive
Rp5VnXnWMLk,اول مرة اتابع شرحك ومايضبط معاي المشكلة بطريقة الحصول ع المجاني ياليت فيها شرح أكثر منضبط معاي الموقع,negative
Rp5VnXnWMLk,أقترح أن يكون عنوان ماقدمته هو الذكاء الاصطناعي من وجهة نظر الغباء الطبيعي إحدى مظاهر التخلّف الحضاري هي اللف والدوران والحشو بالكلام ما يقوله المتذاكون المصريون في ثلاثة مجلدات، يشرحه غيرهم في ثلاث كلمات وأخيرًا أتساءل ما علاقة كلمة للبالغين في عنوانك السخيف؟ ما هي صفتك العلمية؟ لقد سئمنا من المسترزقين المتطفلين على علوم لم يبتكروها,negative
Rp5VnXnWMLk,جزاك الله كل خير على هذا الشرح والعلم النافع بارك الله فيك,positive
Rp5VnXnWMLk,شرح ممتاز جزاك الله خير,positive
Rp5VnXnWMLk,وفقك الله دوما،، هل ممكن تنزل درس عن السيره الذاتيه،، يعني هل ممكن انزل للجي بي تي السيره الذاتيه وهو يصلحها يعدلها ويطلعها,neutral
Rp5VnXnWMLk,ربنا يبارك فيك وفي مجهودك يجزيك عليه خير الجزاء كل الشكر والتحية ليك يا أستاذ محمد,positive
Rp5VnXnWMLk,الله عمل واضح ورائع بس مشكلة المصريين لا يمكن تنحل الكلام الكثير الزائد بدون فايده ومضيعه وقت زمن الفيديو بنفس الشرح لا يتجاوز ٢٠ دقيقه,negative
Rp5VnXnWMLk,اشكرك سؤال شات جي بي تي لما يضع كتابة على الصور بالعربي يعكسها او يخطيء كثيرا في الإملاء فماهو الحل ؟,neutral
Rp5VnXnWMLk,جزاكم الله كل خير المواضيع التي تختارها غاية في الاهمية والنفع لنا وايضا اسلوب الشرح ممتاز وفقكم الله,positive
Rp5VnXnWMLk,شكراً جزيلا أستاذ محمد,positive
Rp5VnXnWMLk,شرح موفق ما شاء الله,neutral
Rp5VnXnWMLk,أخونا الغالى الأستاذ محمد حامد عندى مشكلة فى فيديو سابق على قناتك الموقرة وأستعين بالله ثم بكم لأجد لها حلا المشكلة بخصوص موقع بعد ماخلصت النموزج وجدته بيكتب عربى بالمقلوب حاولت أنزل أكروبات لقيته مدفوع نزلت شات جى بى تى أدوبى وجدته يملأ حقل وعندما أنتقل للحقل الذى يليه يمسح السابق أرجو منك المساعدة وجزاك الله خيرا,negative
Rp5VnXnWMLk,الذكاء الاصطناعي وتطوير التعليم والتعلم اشتركوا في قناتى ليصلكم كل جديد,negative
Rp5VnXnWMLk,موقع رائع وشرح أكثر من رائع جزاكم الله خيرا,positive
Rp5VnXnWMLk,رائع أستاذ حامد جزاك الله خيرا,positive
Rp5VnXnWMLk,لو سمحت أستاذي هل فيه فيديو كيف نصمم صور بأسلوب واقعي احترافي؟ وما هو البرنامج الأقوى في توليد الصور؟,neutral
Rp5VnXnWMLk,بارك الله فيك المبدع دوما والباحث عن الجديد لرواد القناة الأستاذ محمد حامد,positive
Rp5VnXnWMLk,شكرًا لك، عزيزي المحترم، على المحتوى القيم والمفيد الذي تقدمه نحن نقدّر جهودك ونثمن عاليًا ما تبذله من إبداع يساهم في إثراء التجربة التعليمية والثقافية عملك هذا محل تقدير كبير، ونسأل الله أن يوفقك دائمًا لما فيه الخير والفائدة للجميع,positive
Rp5VnXnWMLk,عندي سؤال يا استاذ محمد لقد قمت باستدعائ صديق وحصلت على استعمال ولكن مكان تفعيل الصور والتحليلات لا يشتغل فهل يجب استدعاء اكثر من صديق لتفعيلها,neutral
Rp5VnXnWMLk,درس تافه درس في الذكاء الاسطناعي,negative
Rp5VnXnWMLk,يظهر في أسفل الفيديو اللي أنت مسجله كلمة أي أنك مشترك بحساب مدفوع جربت تفعيل خيارات ضمن الحساب المجاني لكنه لا يعطيني صلاحية حتى أشترك في المدفوع يرجى الشرح مع الشكر,neutral
Rp5VnXnWMLk,نت متميز وشرح وافي بارك الله في جهودك وعلمك,positive
Rp5VnXnWMLk,بارك الله فيك وفي عملك يا أستاذ محمد,positive
Rp5VnXnWMLk,جزاك الله خيرا، ولكن كتابه الشرح بتسبب التشتت,positive
Rp5VnXnWMLk,ابدااااااااااااع انت متميز وشرح وافي بارك الله في جهودك وعلمك ونفع بك ان شاءالله,positive
Rp5VnXnWMLk,حاولت كثيرا في نسخ اللينك ودعوة الاصدقاء ولكن للاسف لا يضيف لي النقاط وبفضل الله بعد ٦ ساعات محاولات وصلت للطريقة لازم تنزل إضافة المتصفح وتعمل خروج منها ودخول مره واثنين علشان يسمع الرصيد الاضافي في حسابك وبدون توضيح الطريقة دي يادكتور شرحك مش هيجيب مشاهدات لان الناس بتبحث عن المنصات المجانيه,neutral
Rp5VnXnWMLk,بارك الله بكم سؤال الايميلات بتاعتك كلها باسمك لانه عندي ايميلات غوغل باسمي كلها ممكن ادعو نفسي عن طريق ايميلاتي وجزاكم الله خيرا,positive
Rp5VnXnWMLk,الله يبارك لك بس سؤال هو الصوت متغير,positive
Rp5VnXnWMLk,شكرالك على الشرح الممتاز,positive
Rp5VnXnWMLk,جزاك الله خيرا يا أستاذ صدقة جارية إن شاءالله,positive
